X,Y,business_id,account_name,dba,street_address,zip_code,group_,type,subtype,statute,number,status,ownership_transferable,location_transferable,ObjectId
-83.0186394228316,42.3371565238519,160138,"DETROIT RIVERTOWN BREWING COMPANY, LLC",ATWATER BREWERY,237 Joseph Campau St,48207,Manufacturer,Micro Brewer,,,L-000139725,Active,Y,Y,399
-83.0186394228316,42.3371565238519,160138,"DETROIT RIVERTOWN BREWING COMPANY, LLC",ATWATER BREWERY,237 Joseph Campau St,48207,Manufacturer,Small Distiller,,,L-000245095,Active,Y,Y,400
-83.0186394228316,42.3371565238519,160138,"DETROIT RIVERTOWN BREWING COMPANY, LLC",ATWATER BREWERY,237 Joseph Campau St,48207,Manufacturer,On-Premises Tasting Room Permit,,,L-000418471,Active,,,401
-83.0729086604732,42.3370924217114,160184,"#1 SPIRITS LIQUOR, LLC",#1 SPIRITS LIQUOR,2841 Cochrane St,48216,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000141908,Escrow,Y,Y,402
-83.0729086604732,42.3370924217114,160184,"#1 SPIRITS LIQUOR, LLC",#1 SPIRITS LIQUOR,2841 Cochrane St,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000141909,Escrow,Y,Y,403
-83.1847308024116,42.4019872383315,160413,"KAKOS BROTHERS, INC.",SAM'S LIQUOR SHOPPE,14218 Fenkell St,48227,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000141679,Active,Y,Y,404
-83.1847308024116,42.4019872383315,160413,"KAKOS BROTHERS, INC.",SAM'S LIQUOR SHOPPE,14218 Fenkell St,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000141680,Active,Y,Y,405
-83.0191685754497,42.3381904607358,160470,"DUNCO HOLDING CO., L.L.C.",THEY-SAY RIBS,267 Joseph Campau St,48207,Retail - On Premises,Class C,Regular,,L-000143355,Active,Y,Y,406
-83.0989017105615,42.4395794447113,160499,"MJTJ, INC.",THE BOTTLE STOP,540 E State Fair,48203,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000141074,Active,Y,Y,407
-83.0989017105615,42.4395794447113,160499,"MJTJ, INC.",THE BOTTLE STOP,540 E State Fair,48203,Retail - Off Premises,Specially Designated Merchant,,,L-000141075,Active,Y,Y,408
-83.1088134842513,42.3113953407534,160526,"PANCHOS FOOD MART, INC.",PANCHO'S PALACE,6421 Regular St,48209,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000140550,Active,Y,Y,409
-83.1088134842513,42.3113953407534,160526,"PANCHOS FOOD MART, INC.",PANCHO'S PALACE,6421 Regular St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000140551,Active,Y,Y,410
-83.0759289752231,42.3316338052658,160567,"RENIS, LLC",SLOW'S BAR BQ,2138 Michigan Ave,48216,Retail - On Premises,Class C,Regular,,L-000140114,Active,Y,Y,411
-83.0759289752231,42.3316338052658,160567,"RENIS, LLC",SLOW'S BAR BQ,2138 Michigan Ave,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000234951,Active,Y,Y,412
-83.1111388479244,42.3769031342224,160619,"ASKK, INC.",IMPERIAL PARTY SHOP,9743 Linwood St,48206,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000141546,Active,Y,Y,413
-83.1111388479244,42.3769031342224,160619,"ASKK, INC.",IMPERIAL PARTY SHOP,9743 Linwood St,48206,Retail - Off Premises,Specially Designated Merchant,,,L-000141547,Active,Y,Y,414
-83.2440743428188,42.410845735371,160775,PHOENIX PROMOTIONS LLC,CHOPS GRILL,20551 Grand River Ave,48219,Retail - On Premises,Class C,Regular,,L-000141935,Active,Y,Y,415
-83.2440743428188,42.410845735371,160775,PHOENIX PROMOTIONS LLC,CHOPS GRILL,20551 Grand River Ave,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000141936,Active,Y,Y,416
-83.0209604898627,42.3350761866318,161391,"THE RIGHT PRODUCTIONS, INC.",ARETHA FRANKLIN AMPHITHEATRE,2600 Atwater St,48207,Retail - On Premises,Class C,Regular,,L-000139738,Active,Y,Y,417
-83.0209604898627,42.3350761866318,161391,"THE RIGHT PRODUCTIONS, INC.",ARETHA FRANKLIN AMPHITHEATRE,2600 Atwater St,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000139739,Active,Y,Y,418
-83.0725388025111,42.3354198530194,161503,MIRISH LLC,NANCY WHISKEY PUB,2644 Harrison St,48216,Retail - On Premises,Class C,Regular,,L-000144453,Active,Y,Y,419
-83.0036393524207,42.3626625356939,161564,"RKRK, INC.",JANE'S MARKET,7945 Charlevoix St,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000145043,Active,Y,Y,420
-83.0036393524207,42.3626625356939,161564,"RKRK, INC.",JANE'S MARKET,7945 Charlevoix St,48214,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000216580,Active,Y,Y,421
-83.0186394228316,42.3371565238519,161688,"WEST CONGRESS STREET PARTNERS, LLC",PRIVE,237 Joseph Campau St,48207,Retail - On Premises,Class C,Regular,,L-000142095,Escrow,Y,Y,422
-83.0186394228316,42.3371565238519,161688,"WEST CONGRESS STREET PARTNERS, LLC",PRIVE,237 Joseph Campau St,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000200360,Escrow,Y,Y,423
-83.2762810864398,42.4298100254637,161730,"7 MILE TELEGRAPH DETROIT, INC.",GLORY SUPERMARKET,19150 Telegraph Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000143159,Active,Y,Y,424
-83.1806546069784,42.4443317235841,161885,"H & S MARKET, INC.",VANIDY LIQUOR SHOP,20516 Schaefer Hwy,48235,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000141979,Active,Y,Y,425
-83.1806546069784,42.4443317235841,161885,"H & S MARKET, INC.",VANIDY LIQUOR SHOP,20516 Schaefer Hwy,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000141980,Active,Y,Y,426
-82.9478619431301,42.3864923765147,162330,"RITE AID OF MICHIGAN, INC.",RITE AID DISCOUNT PHARMACY #7758,14820 Mack Ave,48215,Retail - Off Premises,Specially Designated Merchant,,,L-000145832,Active,Y,Y,427
-82.9478619431301,42.3864923765147,162330,"RITE AID OF MICHIGAN, INC.",RITE AID DISCOUNT PHARMACY #7758,14820 Mack Ave,48215,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000148891,Active,Y,Y,428
-83.1992769343465,42.3592478202366,163172,"GREENFIELD JOY, INC.",U.S. QUALITY,15690 Joy Rd,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000146077,Active,Y,Y,429
-83.245483945925,42.3649042904014,163472,"FURAT, INC.",SCOTTY J. MARKET,20840 W Chicago St,48228,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000143774,Active,Y,Y,430
-83.245483945925,42.3649042904014,163472,"FURAT, INC.",SCOTTY J. MARKET,20840 W Chicago St,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000143775,Active,Y,Y,431
-82.9564476408654,42.3701903207275,163474,"SAN DIEGO PARTY STORE, INC.",RIVERSIDE PARTY STORE,12708 E Jefferson Ave,48215,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000144027,Active,Y,Y,432
-82.9564476408654,42.3701903207275,163474,"SAN DIEGO PARTY STORE, INC.",RIVERSIDE PARTY STORE,12708 E Jefferson Ave,48215,Retail - Off Premises,Specially Designated Merchant,,,L-000144028,Active,Y,Y,433
-83.0525366008829,42.3365643094894,164734,CLIFF BELLS LLC,CLIFF BELLS,2030 PARK AVE,48226,Retail - On Premises,Class C,Regular,,L-000143353,Active,Y,Y,434
-83.2178455747999,42.4203779560098,164756,"RED TOWN MARKET, INC.",GLORY FOODS,8000 W Outer Dr,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000148270,Active,Y,Y,435
-83.021560605795,42.3615585040851,164834,"DJK VENTURES, INC.",BRAND DRUGS,6301 Mack Ave,48207,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000151082,Active,Y,Y,436
-83.021560605795,42.3615585040851,164834,"DJK VENTURES, INC.",BRAND DRUGS,6301 Mack Ave,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000151083,Active,Y,Y,437
-82.9818603873651,42.4294245830917,165172,"MIRAGE LIQUOR STORE, INC.",MIRAGE LIQUOR STORE,13887 Gratiot Ave,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000146991,Active,Y,Y,438
-82.9818603873651,42.4294245830917,165172,"MIRAGE LIQUOR STORE, INC.",MIRAGE LIQUOR STORE,13887 Gratiot Ave,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000146992,Active,Y,Y,439
-83.1388232855556,42.3360687932791,166795,"THE CARIBBEAN CLUB, INC.",THE CARIBBEAN CLUB,5506 Proctor St,48210,Retail - On Premises,Class C,Regular,,L-000147580,Active,Y,Y,440
-83.1388232855556,42.3360687932791,166795,"THE CARIBBEAN CLUB, INC.",THE CARIBBEAN CLUB,5506 Proctor St,48210,Retail - Off Premises,Specially Designated Merchant,,,L-000147581,Active,Y,Y,441
-83.209831917051,42.4154938340554,167093,"SORISHO'S MINI MART FOOD CENTER, LLC",MINI MART FOOD CENTER,16435 W McNichols Rd,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000158962,Active,Y,Y,442
-83.0621466583165,42.3528006293146,167798,"THE NEW WHITNEY, LLC",THE NEW WHITNEY,4421 Woodward Ave,48201,Retail - On Premises,Class C,Regular,,L-000155848,Active,Y,Y,443
-83.0621466583165,42.3528006293146,167798,"THE NEW WHITNEY, LLC",THE NEW WHITNEY,4421 Woodward Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000155849,Active,Y,Y,444
-83.0525900524389,42.3366237606009,168253,"THE PARK BAR, L.L.C.",THE PARK BAR,2040 Park Ave,48226,Retail - On Premises,Class C,Regular,,L-000153167,Escrow,Y,Y,445
-83.1037282256325,42.3091284283053,169474,"PANCHOS FOOD MART, INC.",PANCHOS PALACE II,6200 Lafayette Blvd,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000146636,Active,Y,Y,446
-82.9926747011157,42.4344960039478,169652,"JJ SABRINA, INC.",SHORTY'S LIQUOR STORE,12840 E 7 Mile Rd,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000150857,Active,Y,Y,447
-82.9926747011157,42.4344960039478,169652,"JJ SABRINA, INC.",SHORTY'S LIQUOR STORE,12840 E 7 Mile Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000150858,Active,Y,Y,448
-83.0713749874498,42.3696247665869,170635,"FIREWATER BAR & GRILL II, INC.",FIREWATER BAR & GRILL TWO!,111 E Milwaukee St,48202,Retail - On Premises,Class C,Regular,,L-000164510,Escrow,Y,Y,449
-83.1225442180977,42.3135683017383,173933,TAQUERIA EL NACIMIENTO INC.,TAQUERIA EL NACIMIENTO,7420 W Vernor Hwy,48209,Retail - On Premises,Class C,Regular,,L-000156761,Active,Y,Y,450
-82.9856469210349,42.435272701379,143367,B AND E SERVICE INC.,NARRA'S MARKET,13547 E 7 Mile Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000117897,Active,Y,Y,451
-83.1986091096963,42.3896159661281,137562,"EJVJ ENTERPRISES, INC.",BIG V PARTY STORE,14111 Greenfield Rd,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000112556,Active,Y,Y,452
-83.066169271938,42.3613671443068,137669,UCCA COMMUNITY DEVELOPMENT COMPANY,THE INN ON FERRY STREET,84 E Ferry St,48202,Retail - On Premises,Class C,Regular,,L-000132805,Active,Y,Y,453
-83.1248687652022,42.3171281923188,138097,"ROMO, OSCAR",LA CARRETA,7400 Dix St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000105953,Active,Y,Y,454
-83.0419490776055,42.3484513844011,138168,"JOE'S LIQUOR & WINE SHOPPE, INC.",JOE'S LIQUOR & WINE SHOPPE,2933 Russell St,48207,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000102030,Active,Y,Y,455
-83.0419490776055,42.3484513844011,138168,"JOE'S LIQUOR & WINE SHOPPE, INC.",JOE'S LIQUOR & WINE SHOPPE,2933 Russell St,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000102031,Active,Y,Y,456
-83.0413611033026,42.3356743230199,138575,"BUTRIS ENTERPRISES, INC.",ATHENS LIQUOR STORE,579 Monroe St,48226,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000104273,Active,Y,Y,457
-83.0413611033026,42.3356743230199,138575,"BUTRIS ENTERPRISES, INC.",ATHENS LIQUOR STORE,579 Monroe St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000104274,Active,Y,Y,458
-83.1760965264807,42.416874934136,138712,"LB ENTERTAINMENT, INC.",SLOPPY CHOPS,13226 W McNichols Rd,48235,Retail - On Premises,Class C,Regular,,L-000117177,Active,Y,Y,459
-82.9856469210349,42.435272701379,143367,B AND E SERVICE INC.,NARRA'S MARKET,13547 E 7 Mile Rd,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000402653,Active,Y,Y,460
-83.0267964085807,42.3356124100564,180259,"1995 HOLDINGS, INC.",SOCIETY DETROIT,1995 Woodbridge St,48207,Retail - On Premises,Class C,Regular,,L-000163082,Active,Y,Y,461
-83.1760965264807,42.416874934136,138712,"LB ENTERTAINMENT, INC.",SLOPPY CHOPS,13226 W McNichols Rd,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000117178,Active,Y,Y,462
-83.0414095009368,42.3294826519097,138804,"POTBELLY SANDWICH WORKS, LLC (AN ILLINOIS LIMITED LIABILITY COMPANY)",POTBELLY SANDWICH WORKS,Renaissance Center,48234,Retail - On Premises,Class C,Regular,,L-000135868,Active,Y,Y,463
-83.1038148905995,42.3061326405764,143499,"PROGRESSIVE DISTRIBUTION CENTERS, INC.",,6307 W Fort St,48209,Wholesale,Warehouser,,,L-000138601,Active,N,Y,464
-83.1407060555764,42.4230096728509,143548,"LIVERNOIS INVESTMENT, INC.",SAVON FOODS SUPERMARKET,18000 Livernois Ave,48221,Retail - Off Premises,Specially Designated Merchant,,,L-000115553,Active,Y,Y,465
-83.0414095009368,42.3294826519097,138804,"POTBELLY SANDWICH WORKS, LLC (AN ILLINOIS LIMITED LIABILITY COMPANY)",POTBELLY SANDWICH WORKS,Renaissance Center,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000135869,Active,Y,Y,466
-83.1777849343117,42.4456135202861,143659,"MAITAI'S, INC.",MAITAI'S,13318 E 8 Mile Rd,48205,Retail - On Premises,Class C,Regular,,L-000119625,Active,Y,Y,467
-83.1797868892112,42.4145378902144,138835,"BIG J MARKET, INC.",BIG J MARKET,16811 Schaefer Hwy,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000101488,Active,Y,Y,468
-83.1797868892112,42.4145378902144,138835,"BIG J MARKET, INC.",BIG J MARKET,16811 Schaefer Hwy,48235,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000277190,Active,Y,Y,469
-83.085868549076,42.4330340466979,138858,"SHAMO, INC.",HOLBROOK LIQUOR SHOP,1721 E 7 Mile Rd,48203,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000103967,Active,Y,Y,470
-83.085868549076,42.4330340466979,138858,"SHAMO, INC.",HOLBROOK LIQUOR SHOP,1721 E 7 Mile Rd,48203,Retail - Off Premises,Specially Designated Merchant,,,L-000103968,Active,Y,Y,471
-83.0221585163633,42.3681527525109,140063,"FAIR NASH LIQUOR, INC.",FAIR LIQUOR & PARTY STORE,6541 Gratiot Ave,48207,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000106384,Active,Y,Y,472
-83.041568576404,42.3323444146144,143768,"MICHIGAN HOLDINGS, LLC (A DELAWARE LIMITED LIABILITY COMPANY)",SAINT ANDREWS HALL,431 E Congress St,48226,Retail - On Premises,Class C,Regular,,L-000125681,Active,Y,Y,473
-83.0221585163633,42.3681527525109,140063,"FAIR NASH LIQUOR, INC.",FAIR LIQUOR & PARTY STORE,6541 Gratiot Ave,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000106385,Active,Y,Y,474
-83.0241874593488,42.4340934212128,140184,"ALLADIN LIQUOR SHOPPE, INC.",ALLADIN BEVERAGE,19112 Van Dyke St,48234,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000106480,Active,Y,Y,475
-83.0241874593488,42.4340934212128,140184,"ALLADIN LIQUOR SHOPPE, INC.",ALLADIN BEVERAGE,19112 Van Dyke St,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000106481,Active,Y,Y,476
-83.1698953482766,42.4166075623161,140222,"HANNA FOOD CENTER, INC.",LITTLE MIKE EXPRESS,12339-12341 E McNichols Rd,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000108720,Active,Y,Y,477
-83.1698953482766,42.4166075623161,140222,"HANNA FOOD CENTER, INC.",LITTLE MIKE EXPRESS,12339-12341 E McNichols Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000108721,Active,Y,Y,478
-82.9699904705106,42.4127138934007,140513,"CHALMERS, INC.",CHALMERS GARDEN FOOD CENTER,9945 Chalmers St,48213,Retail - Off Premises,Specially Designated Merchant,,,L-000106984,Active,Y,Y,479
-83.1649480798685,42.4167463718326,140561,"CLINT INVESTMENTS, INC.",LUXOR MARKET,10425-10429 W McNichols Rd,48221,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000106976,Active,Y,Y,480
-83.1649480798685,42.4167463718326,140561,"CLINT INVESTMENTS, INC.",LUXOR MARKET,10425-10429 W McNichols Rd,48221,Retail - Off Premises,Specially Designated Merchant,,,L-000106977,Active,Y,Y,481
-83.063816425207,42.4190802404559,140637,"TEE'S, INC.",TEE'S,17132 Conant St,48212,Retail - On Premises,Class C,Regular,,L-000107142,Active,Y,Y,482
-83.1120866307363,42.3858125426835,141066,"DENIRO, INC.",J & D MARKET,2353 Elmhurst St,48206,Retail - Off Premises,Specially Designated Merchant,,,L-000110057,Escrow,Y,Y,483
-83.2748769603619,42.3868463964507,141081,"BARNO'S LIQUOR, INC.",,14044 Telegraph Rd,48239,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000125701,Active,Y,Y,484
-83.2748769603619,42.3868463964507,141081,"BARNO'S LIQUOR, INC.",,14044 Telegraph Rd,48239,Retail - Off Premises,Specially Designated Merchant,,,L-000125702,Active,Y,Y,485
-83.0080323423322,42.3442115745032,141106,"RHEA, JOHN B",ZEN BAR & RESTAURANT,6452 E Jefferson Ave,48207,Retail - On Premises,Class C,Regular,,L-000122858,Escrow,Y,Y,486
-83.0080323423322,42.3442115745032,141106,"RHEA, JOHN B",ZEN BAR & RESTAURANT,6452 E Jefferson Ave,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000122859,Escrow,Y,Y,487
-82.9346544887165,42.4171543515604,141141,"BRINK ENTERPRISES, INCORPORATED",NIKKI'S PLACE & LOUNGE,17200 Harper Ave,48224,Retail - On Premises,Class C,Regular,,L-000109065,Active,Y,Y,488
-82.9346544887165,42.4171543515604,141141,"BRINK ENTERPRISES, INCORPORATED",NIKKI'S PLACE & LOUNGE,17200 Harper Ave,48224,Retail - Off Premises,Specially Designated Merchant,,,L-000109066,Active,Y,Y,489
-82.9663594612676,42.4038570001036,141271,"U.S.A. CONCERTS, INC.",HARPO'S,14238 Harper Ave,48213,Retail - On Premises,Class C,Regular,,L-000110383,Active,Y,Y,490
-82.9993447675588,42.4486592404586,141294,"S.M.S. FOOD CENTER, INC.",CHEERS,12344 E 8 Mile Rd,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000111648,Active,Y,Y,491
-82.9993447675588,42.4486592404586,141294,"S.M.S. FOOD CENTER, INC.",CHEERS,12344 E 8 Mile Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000111649,Active,Y,Y,492
-83.2495098249225,42.4151579200707,141296,"G. YONO'S IN & OUT, INC.",TRINITY LIQUOR,21100 W McNichols Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000112567,Active,Y,Y,493
-83.2495098249225,42.4151579200707,141296,"G. YONO'S IN & OUT, INC.",TRINITY LIQUOR,21100 W McNichols Rd,48219,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000282399,Active,Y,Y,494
-83.1250990869528,42.3310738464109,141371,"ELIAS ENTERTAINMENT COMPANY, L.L.C.",THE STING GENTLEMAN'S CLUB,6609 Michigan Ave,48210,Retail - On Premises,Class C,Regular,,L-000116900,Active,Y,Y,495
-82.9673464869826,42.4205415204767,141585,CAFE PHAROAH'S INC.,EMPIRE LOUNGE,15000 Houston Whittier St,48205,Retail - On Premises,Class C,Regular,,L-000119213,Escrow,Y,Y,496
-83.2748769603619,42.3868463964507,141919,"88, INC.",CLUB YESTERDAY'S,14060 Telegraph Rd,48239,Retail - On Premises,Class C,Regular,,L-000117652,Active,Y,Y,497
-83.1966396441657,42.4302426478294,142135,"ATTY'S PARTI EXPO, INC.",ATTY'S PARTI EXPO,15215 W 7 Mile Rd,48235,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000111597,Active,Y,Y,498
-83.1966396441657,42.4302426478294,142135,"ATTY'S PARTI EXPO, INC.",ATTY'S PARTI EXPO,15215 W 7 Mile Rd,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000111598,Active,Y,Y,499
-82.9912544781263,42.3544698539122,142209,"INDIAN VILLAGE MARKET, LLC",INDIAN VILLAGE MARKET,8415 E Jefferson Ave,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000116994,Active,Y,Y,500
-82.9912544781263,42.3544698539122,142209,"INDIAN VILLAGE MARKET, LLC",INDIAN VILLAGE MARKET,8415 E Jefferson Ave,48214,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000140483,Active,Y,Y,501
-83.0455223898545,42.3398434938628,142225,"LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP(AN ILLINOIS LIMITED PARTNERSHIP) & DLI PROPERTIES, L.L.C.",FORD FIELD,2000 Brush St,48226,Retail - On Premises,Class C,Regular,,L-000113089,Active,Y,Y,502
-83.0088669598761,42.3441061197375,142265,"A & K LIQUOR, INC.",PALACE PLAZA,6416 E Jefferson Ave,48207,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000111740,Active,Y,Y,503
-83.0088669598761,42.3441061197375,142265,"A & K LIQUOR, INC.",PALACE PLAZA,6416 E Jefferson Ave,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000111742,Active,Y,Y,504
-83.1122556819946,42.3268703068112,142460,"MIDNIGHT'S INN, INC.",MIDNIGHT'S INN,3250 Wesson St,48210,Retail - On Premises,Class C,Regular,,L-000110382,Escrow,Y,Y,505
-82.9264277020732,42.4075708644284,142504,"HIGH NOON SALOON, INC.",HIGH NOON SALOON,17339 E Warren Ave,48224,Retail - On Premises,Class C,Regular,,L-000113880,Active,Y,Y,506
-83.0630910769376,42.4470600421732,142544,"SUDS - N - BUDS, INC.",KWICKY BAR,4130 E 8 Mile Rd,48234,Retail - On Premises,Class C,Regular,,L-000113612,Active,Y,Y,507
-83.0516276639189,42.4336261307799,142599,"ZAKAR & YOUSIF, INC.",RIVIERA PARTY STORE,5153 E 7 Mile Rd,48234,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000112451,Active,Y,Y,508
-83.0516276639189,42.4336261307799,142599,"ZAKAR & YOUSIF, INC.",RIVIERA PARTY STORE,5153 E 7 Mile Rd,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000112452,Active,Y,Y,509
-83.243273845086,42.4104668567099,142946,"FIELDING PARTY STORE, INC.",FIELDING PARTY STORE,20501 Grand River Ave,48219,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000112894,Active,Y,Y,510
-83.243273845086,42.4104668567099,142946,"FIELDING PARTY STORE, INC.",FIELDING PARTY STORE,20501 Grand River Ave,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000112895,Active,Y,Y,511
-83.0442941054002,42.4382340301274,143032,"LOUIE K & K, INC.",DIAMOND DOT LIQUOR SHOPPE,19457 Mound Rd,48234,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000114601,Active,Y,Y,512
-83.0442941054002,42.4382340301274,143032,"LOUIE K & K, INC.",DIAMOND DOT LIQUOR SHOPPE,19457 Mound Rd,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000114603,Active,Y,Y,513
-83.0731857251613,42.4234681221759,17878,"BLUE WATER EXPLORATIONS, LTD.",DIAMOND BELLE,Joseph Campau,48207,Retail - On Premises,Watercraft,,,L-000061046,Active,Y,Y,514
-83.070234776521,42.3236629105325,18470,"LUTHERAN BROTHERS, INC.",,2030 Howard St,48216,Wholesale,Warehouser,,,L-000084030,Active,N,Y,515
-83.0377059707009,42.4465288546486,18576,"INTRASTATE DISTRIBUTORS, INC.",,6400 E 8 Mile Rd,48234,Wholesale,Wholesale,,,L-000085171,Active,Y,Y,516
-83.0660399935888,42.3518317946074,18700,"MOTOR CITY BREWING WORKS, INC.",MOTOR CITY BREWING WORKS,470 W Canfield St,48201,Manufacturer,Micro Brewer,,,L-000100759,Active,Y,Y,517
-83.0660399935888,42.3518317946074,18700,"MOTOR CITY BREWING WORKS, INC.",MOTOR CITY BREWING WORKS,470 W Canfield St,48201,Manufacturer,Small Wine Maker,,,L-000125285,Active,N,Y,518
-83.0660399935888,42.3518317946074,18700,"MOTOR CITY BREWING WORKS, INC.",MOTOR CITY BREWING WORKS,470 W Canfield St,48201,Manufacturer,Manufacturer of Mixed Spirits,,,L-000281030,Active,N,Y,519
-83.0660399935888,42.3518317946074,18700,"MOTOR CITY BREWING WORKS, INC.",MOTOR CITY BREWING WORKS,470 W Canfield St,48201,Manufacturer,Small Distiller,,,L-000281031,Active,Y,Y,520
-83.0660399935888,42.3518317946074,18700,"MOTOR CITY BREWING WORKS, INC.",MOTOR CITY BREWING WORKS,470 W Canfield St,48201,Manufacturer,On-Premises Tasting Room Permit,,,L-000417719,Active,,,521
-83.0989795208348,42.3191877332973,97489,TAQUERIA EL REY CORPORATION,TAQUERIA EL RAY,4730 W Vernor Hwy,48209,Retail - On Premises,Class C,Regular,,L-000100266,Active,Y,Y,522
-83.1992380732273,42.4313578990115,98452,"RITE AID OF MICHIGAN, INC.",RITE AID PHARMACY #4414,19160 Greenfield Rd,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000072013,Escrow,Y,Y,523
-83.0309084476921,42.332917808339,98631,THE KEY CLUB INC.,STEVE'S SOUL FOOD DOWNTOWN,1440 Franklin St,48207,Retail - On Premises,Class C,Regular,,L-000072258,Active,Y,Y,524
-83.0309084476921,42.332917808339,98631,THE KEY CLUB INC.,STEVE'S SOUL FOOD DOWNTOWN,1440 Franklin St,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000072259,Active,Y,Y,525
-83.001211477499,42.4486897050854,98800,CELEBRITY MANAGEMENT COMPANY,BT'S ENTERTAINMENT DETROIT,12210 E 8 Mile Rd,48205,Retail - On Premises,Class C,Regular,,L-000074159,Active,Y,Y,526
-83.0423089085724,42.3336107695443,99068,"TEMPLE PLAZA HOTEL, INC.",BOUZOUKI CLUB,432 E Lafayette Blvd,48226,Retail - On Premises,Class C,Regular,,L-000070867,Active,Y,Y,527
-83.0521689635562,42.3298949145626,99070,"TEMPLE PLAZA, INC.",LOCO BAR & GRILL,454 E Lafayette Blvd,48226,Retail - On Premises,Class C,Regular,,L-000070620,Active,Y,Y,528
-83.0609126830349,42.3591355701759,99138,"MUSEUM OF AFRICAN AMERICAN HISTORY, INC.",THE CHARLES H. WRIGHT MUSEUM OF AFRICAN HISTORY,315 E Warren Ave,48201,Retail - On Premises,Class C,Regular,,L-000072668,Active,Y,Y,529
