X,Y,Establishment_ID,Name,Address,Zip_Code,Owner,License_Number,License_Type,Most_Recent_License_Date,Establishment_Type,Status,Restaurant_Complexity_Level,Review_Frequency_in_Days,ObjectId
-83.0442649694423,42.3919413309975,51623058,D Ice Cream,3876 Oliver St,48212,Salen Saleh-Alui Al-masmari,238082,Mobile Food Establishment,1970/01/01 00:00:00+00,LHD - Mobile Food Establishmen,Seasonal,,180,400
-83.0478040459974,42.336245608607,5189,Dilla's Delight's LLC,242 John R St,48226,Herman Hayes,208180,Fixed Establishment,2019/05/02 00:00:00+00,Food Service Establishment,Open,Medium,365,401
-83.0226542345848,42.3700203186657,51622851,Dilla's Delights LLC,4731 Bellevue St,48207,Herman Hayes,229400,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Temporarily Closed,Medium,365,402
-83.0479943208527,42.3307844847448,4866,Dime Store,719 Griswold St Ste 180,48226,Jeffrey D Alexander,078811,Fixed Establishment,2019/04/18 00:00:00+00,Food Service Establishment,Open,High,180,403
-83.1133175158133,42.3109550281143,1650,Dino's Cafe Inc.,1601 Waterman St,48209,Dino Carrer,035987,Fixed Establishment,2020/05/13 00:00:00+00,Food Service Establishment,Open,,365,404
-83.1754488097198,42.4092217958987,4164,Disabled Am. Vets K-R Metro Chp. No.1,13221 Puritan Ave,48227,Keane-Rankin Chpt. No. 1,069664,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,365,405
-82.9138386209517,42.4102316865887,2266,Dish,18441 Mack Ave,48236,Paul F. Sulek,042577,Fixed Establishment,2016/05/12 00:00:00+00,Food Service Establishment,Temporarily Closed,,180,406
-83.0308416085434,42.334319822579,5079,Diversified Members Credit Union,1480 E Jefferson Ave,48207,Diversified Members Credit Uni,202830,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,Medium,365,407
-83.2478972609526,42.3544222952414,890,Dixon Educational Learning Center,8401 Trinity St,48228,Detroit Board of Education,034924,Fixed Establishment,1970/01/01 00:00:00+00,Public School,Open,,210,408
-83.0569670038293,42.3506689853658,51623021,DMCH #102 LLC DBA Happy's Pizza,3990 John R St,48202,Tony Yasso,246035,Fixed Establishment,2019/11/19 00:00:00+00,Food Service Establishment,Open,High,180,409
-83.0241230726008,42.3640538322642,541,D Motown Deli,3750 Gratiot Ave,48207,Pathway Enterprises,081173,Fixed Establishment,2016/04/29 00:00:00+00,Food Service Establishment,Open,High,180,410
-83.1654567805426,42.4165658277483,4436,Domino's Pizza,10437 W McNichols Rd,48221,"Luxor Pizza, LLC",073995,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,Medium,180,411
-83.1230621094354,42.3128789925348,4358,Domino's Pizza,7603 W Vernor,48209,"Mexicantown Pizza, LLC",079435,Fixed Establishment,2020/06/26 00:00:00+00,Food Service Establishment,Plan Review,,365,412
-82.9848003514061,42.4236530786519,1355,Domino's Pizza,13250 Gratiot Ave,48224,Lamine Seck,229358,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,Medium,365,413
-82.9287917067782,42.4061977233582,1992,Domino's Pizza,17140 E Warren Ave,48224,"East Warren Pizza, LLC",072450,Fixed Establishment,2020/04/22 00:00:00+00,Food Service Establishment,Open,,365,414
-83.0672510977633,42.3613923185944,3826,Domino's Pizza,5564 Woodward Ave,48201,"AJD Pizza Management, LLC",249331,Fixed Establishment,2020/05/04 00:00:00+00,Food Service Establishment,Open,Medium,365,415
-83.0469385219161,42.3294305597064,4946,Dominos Pizza,535 Griswold St,48226,Randy Asmar,080180,Fixed Establishment,2019/04/10 00:00:00+00,Food Service Establishment,Open,Medium,365,416
-83.2049570869908,42.415639562554,1419,Domino's Pizza #1027,16005 W McNichols Rd,48235,Detroit Pizza #1027 LLC,064076,Fixed Establishment,2020/04/22 00:00:00+00,Food Service Establishment,Open,,365,417
-83.087476828082,42.4465479241932,210,Domino's Pizza #1169,1636 E Eight Mile Rd,48203,Leslie Prud'homme,200059,Fixed Establishment,2016/04/29 00:00:00+00,Food Service Establishment,Open,High,180,418
-83.0744137877317,42.3709585975455,4958,Don Bosco Hall/YouthVille Detroit,7375 Woodward Ave,48202,Don Bosco Hall,079847,Fixed Establishment,2016/05/12 00:00:00+00,Other,Open,,210,419
-83.0824652385029,42.325351509091,1441,Donovan's Pub,3003 W Vernor,48216,Shannon P. Lowell,203411,Fixed Establishment,2020/05/13 00:00:00+00,Food Service Establishment,Open,,365,420
-83.1050705080929,42.3162923860745,1125,Donut Villa,5875 W Vernor,48209,Gabriel Gutierrez,233748,Fixed Establishment,2019/07/31 00:00:00+00,Food Service Establishment,Open,,365,421
-83.2109121798077,42.3833295316128,1127,Dossin Elementary,16650 Glendale St,48227,Detroit Board of Education,035205,Fixed Establishment,1970/01/01 00:00:00+00,Public School,Open,,210,422
-83.2175924376377,42.3315624390062,1380,Doubletree Detroit/Dearborn,5801 Southfield Rd,48228,"Dearborn Operations, LLC",078372,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,423
-83.0836016621346,42.349476345527,952,Douglass Academy For Young Men,2001 W Warren Ave,48208,Detroit Board of Education,034989,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,High,210,424
-83.0661951110788,42.4422448365384,4932,Dove Academy of Detroit,20001 Wexford St,48234,Varietyfoods,079852,Fixed Establishment,1970/01/01 00:00:00+00,Non-Public School,Plan Review,Medium,210,425
-83.0501208352512,42.3348340324182,4853,Downtown Louie's,30 Clifford St,48226,Mark Goscas,077664,Fixed Establishment,2018/05/07 00:00:00+00,Food Service Establishment,Open,High,180,426
-83.1587389030651,42.4143838981674,51622953,DPSCD (previously MaryGrove),8425 W McNichols Rd,48221,Detroit Board of Education,238007,Fixed Establishment,2020/06/01 00:00:00+00,Public School,Open,,180,427
-83.0516363982384,42.3506641980764,4296,Dr. Benjamin Carson HS of Sci & Med,571 Mack Ave,48201,Detroit Board of Education,070684,Fixed Establishment,2020/06/01 00:00:00+00,Public School,Open,Medium,210,428
-83.0426351263779,42.3336969534477,4681,Dream Club,440 E Lafayette Ave,48226,Dennis Kefallinos,078336,Fixed Establishment,2018/04/27 00:00:00+00,Food Service Establishment,Open,Medium,365,429
-83.0475595667979,42.3302784315072,4799,Drive Table Tennis Social Club,645 Griswold St ,48226,Drive Detroit,078057,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Permanently Closed,Medium,365,430
-83.0774749416911,42.3255513488315,51623136,Dr. Sushi,2547 Bagley Ave,48216,Nicholas George,250441,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,Medium,180,431
-83.0609335805433,42.3485837075852,3354,DSA Detroit School of Arts (9-12),123 Selden St,48201,Detroit Board of Education,064095,Fixed Establishment,2020/06/01 00:00:00+00,Public School,Open,,210,432
-83.1458219350683,42.2753621472849,51622762,D's Coney Island,2626 S Schaefer Hwy,48217,Deshawn Reed,232778,Fixed Establishment,2019/06/07 00:00:00+00,Food Service Establishment,Open,,180,433
-83.0570086712854,42.3346339100608,3617,DTE Energy Town Square C-Store313,2000 Second Ave,48226,Aramark Corporation,057660,Fixed Establishment,2017/05/05 00:00:00+00,Food Service Establishment,Permanently Closed,,365,434
-83.2217893405939,42.4439232240058,3907,D Town Fish & Soul Food,18221 W Eight Mile Rd. ,48219,Bianca Yaldo,208226,Fixed Establishment,2020/04/16 00:00:00+00,Food Service Establishment,Open,,180,435
-83.2853517280032,42.4145501934591,328,Duffy's Den,24800 W McNichols Rd,48219,"D.O.G, Inc.",034024,Fixed Establishment,2019/04/26 00:00:00+00,Food Service Establishment,Open,Medium,180,436
-83.1017350939857,42.3180488776254,259,Duly's Coney Island,5458 W Vernor,48209,Gjoka Gojcaj,033912,Fixed Establishment,2020/05/19 00:00:00+00,Food Service Establishment,Open,,180,437
-82.9686370740934,42.44944777835,1396,Dunkin Donuts/Baskin Robbins,14900 E Eight Mile Rd,48205,Diya LLC 8 Mile-Arun Kumar,249350,Fixed Establishment,2020/03/19 00:00:00+00,Food Service Establishment,Open,Medium,365,438
-83.0569670038293,42.3506689853658,51622839,Dunkin Donuts OM DMC Donuts,3990 John R St,48201,OM Group Amit Patel,233739,Fixed Establishment,2020/05/07 00:00:00+00,Food Service Establishment,Open,Medium,365,439
-83.1416015510488,42.4452677103601,51622720,Durdens Catering LLC,20504 Livernois Ave,48221,Rytonie Durden Jr.,237168,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,440
-83.1109152285041,42.3821992447741,946,Durfee  K-8,2470 Collingwood,48206,Detroit Board of Education,034983,Fixed Establishment,2017/05/15 00:00:00+00,Public School,Permanently Closed,,210,441
-83.2466071795933,42.42963553951,1377,Dynamo Corned Beef Deli,20716 W Seven Mile Rd,48219,Johnny Edward Lewis,035526,Fixed Establishment,2017/05/28 00:00:00+00,Food Service Establishment,Open,High,180,442
-82.9492033012242,42.3708977964725,1711,Dynasty Chinese,13340 E Jefferson Ave,48215,Jian C.Lee,036079,Fixed Establishment,2020/04/16 00:00:00+00,Food Service Establishment,Open,,180,443
-83.0742441435853,42.3534357193727,493,Dynasty Chinese Food,1115 W Warren Ave,48201,Xiu Zheng,034302,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,,180,444
-82.9459226070942,42.3878557781311,2002,East Bar-Detroit,15045 Mack Ave,48224,"Clydestar, Inc.",039226,Fixed Establishment,2020/04/30 00:00:00+00,Food Service Establishment,Open,,365,445
-82.9318665914867,42.4056336781976,418,East English Village Bar & Grill,16915 E Warren Ave,48224,William Bradley,224663,Fixed Establishment,2018/05/01 00:00:00+00,Food Service Establishment,Permanently Closed,,365,446
-82.9288572873872,42.4087054142622,4412,East English Village Preparatory Academy,5020 Cadieux Rd,48224,Detroit Bd. of Education,075701,Fixed Establishment,2020/06/01 00:00:00+00,Public School,Open,,210,447
-83.1582990357997,42.3619303261418,425, Dairy Queen Inc.,9151 Wyoming ,48204,A Jef Hamad,061118JB,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Seasonal,Medium,365,448
-83.1016281100253,42.4199313718062,483,Dakota Inn Inc,17324 John R St,48203,Karl E Kurz,034284,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,365,449
-83.1418947656492,42.443765686009,5190,D and D Cuisine LLC,17521 Livernois Ave,48221,Damon Lockett,200083,Fixed Establishment,2019/08/27 00:00:00+00,Food Service Establishment,Open,High,180,450
-82.9308853033114,42.4059853840248,5172,Danny's Diner,17017 E Warren,48224,Violet Shyti,203403,Fixed Establishment,2017/05/01 00:00:00+00,Food Service Establishment,Open,,185,451
-82.9551944524165,42.4498620556597,3715,Dave's Soul Food,16046 E Eight Mile Rd,48205,Brenda Wilkins,208173,Fixed Establishment,2017/05/04 00:00:00+00,Food Service Establishment,Temporarily Closed,High,180,452
-83.1805211478699,42.429985797909,3558,David Ellis Academy,18977 Schaefer Hwy,48235,David Ellis Academy,058536,Fixed Establishment,2019/05/02 00:00:00+00,Non-Public School,Open,Medium,210,453
-83.1801495184301,42.430254314784,4761,David Ellis Academy Kindergarten,18962 Schaefer Hwy,48235,David Ellis Academy,080866,Fixed Establishment,2019/05/02 00:00:00+00,Non-Public School,Plan Review,,210,454
-82.9512827762411,42.3698006287298,4927,Davis Aerospace Tech High @ Golightly Te,900 Dickerson Ave,48215,Detroit Board of Education,079466,Fixed Establishment,2020/06/01 00:00:00+00,Public School,Open,,210,455
-83.0695257677083,42.4118593233464,913,Davison Elementary,2800 E Davison Ave,48212,Detroit Board of Education,034947,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,,210,456
-83.0692234630556,42.4113508965055,914,Davison Elementary Annex,13210 Maine St,48238,DETROIT BD OF EDUCATION,073024,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,,210,457
-83.0882753971319,42.4324926881787,5281,Davison Fish N Seafood LLC,1520 E Seven Mile Rd,48203,Eyad Hatem,202854,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,458
-82.9425385770621,42.388441129133,4868,D C's Alabama Style Chicken Fish & Ribs,15401 Mack Ave,48224,Damon Clark,077564,Fixed Establishment,2019/04/30 00:00:00+00,Food Service Establishment,Open,,365,459
-83.2829947130893,42.4262537760285,929,City Limits Bar and Grill,24501 Grand River Ave,48219,Gurley Enterprise LLC,217966,Fixed Establishment,2019/04/09 00:00:00+00,Food Service Establishment,Open,,530,460
-83.2227796056339,42.3868094909779,51623033,Detroit Familly Soul LLC,18516 Schoolcraft Rd,48227,Safina Thomas,18516KP,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,461
-83.2776036212354,42.4179419383586,2328,DeAngelo's Soul 313 Soul Cafe,17425 Telegraph Rd,48219,DeAngelo & Renee Davis,050699,Fixed Establishment,2020/04/16 00:00:00+00,Food Service Establishment,Open,,180,462
-83.0662387727948,42.4215870714886,51622459,Dearborn Dairy LLC,17351 Conant St,48212,David West,217976,Mobile Food Commissary,1970/01/01 00:00:00+00,Food Service Establishment,Open,Medium,365,463
-83.1549715241721,42.3520272250807,635,Deb's Place,8748 Tireman Ave,48204,Deborah C White,034542,Fixed Establishment,2019/04/26 00:00:00+00,Food Service Establishment,Open,,365,464
-83.295153308052,42.3758690052287,5044,Delectable Goods LLC,12245 Beech Daly Unit #401154,48239,Kenyatta Brown,039864,Special Transitory Food Unit,2020/05/11 00:00:00+00,LHD - Special Transitory Food,Seasonal,,365,465
-83.1509536401806,42.4190565190764,3282,Delicious Dogs,17300 Greenlawn St,48221,Tiffany Barber,202882,Mobile Food Establishment,2019/03/19 00:00:00+00,LHD - Mobile Food Establishmen,Seasonal,,210,466
-83.1610699863117,42.426122864399,400,Deli-Plaza Inc,18401 Wyoming Ave,48221,"Deli Plaza, Inc./M.Coleman",034149,Fixed Establishment,2020/05/29 00:00:00+00,Food Service Establishment,Open,,365,467
-83.0424498461556,42.3351695263298,51622982,Del Mar,501 Monroe St,48226,Christopher Johnson,238086,Fixed Establishment,2019/04/25 00:00:00+00,Food Service Establishment,Open,High,180,468
-83.0424498461556,42.3351695263298,51622976,DelMar Kitchen & Bar,501 Monroe St,48226,Anthony Mancini,249623,Fixed Establishment,2019/04/23 00:00:00+00,Food Service Establishment,Open,,180,469
-83.0053764929576,42.3515650033701,3171,Delray Senior Pavillon,275 Grand Blvd W,48216,Detroit Area Agency on Aging,078357,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,470
-82.9383371933092,42.4157949435718,705,Delroy's First Place Lounge,16921 Harper Ave,48224,"Delroy's, LLC",073079,Fixed Establishment,2016/05/23 00:00:00+00,Food Service Establishment,Open,Medium,365,471
-83.04422709108,42.3341545717796,3078,Deluxe Cocktail Lounge,350 Monroe St,48226,Daniel Heika,052231,Fixed Establishment,2019/04/18 00:00:00+00,Food Service Establishment,Open,,365,472
-83.0733030217812,42.4331799127816,488,Deluxe Coney Island,2923 E Seven Mile Rd,48234,Valentino Mitaj,200067,Fixed Establishment,2016/04/20 00:00:00+00,Food Service Establishment,Open,High,180,473
-82.9584756190604,42.4257107290632,841,Denby High School,12800 Kelly Rd,48224,Detroit Board of Education,034872,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,Medium,180,474
-83.1724598291053,42.4096594286906,5391,Desmond's Elegant Affairs,12924 Puritan Ave,48227,Desmond M. Gibbons,217978,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,180,475
-83.0489715396598,42.3326906858295,5114,Dessert Oasis Coffee Roasters,1220 Griswold St,48226,"Dessert Oasis Coffee, LLC ",082485,Fixed Establishment,2019/04/18 00:00:00+00,Food Service Establishment,Open,Medium,365,476
-82.9978210128345,42.3589574438275,51622821,Destination 1905,8130 Kercheval Ave,48214,Petra Anthony,236362,Fixed Establishment,2019/02/19 00:00:00+00,Food Service Establishment,Open,High,180,477
-83.067212569919,42.3441412828543,4951,Det. Delta Prep. Acad for Social Justice,3550 John C Lodge,48201,Detroit Board of Education,079440,Fixed Establishment,2018/04/27 00:00:00+00,Non-Public School,Permanently Closed,,210,478
-83.0547168462134,42.3535013987719,5278,Det Receiving Cafe Stores LLC/Biggby,4201 St Antoine St,48201,Det Receiving Cafe Stores LLC ,200071,Fixed Establishment,2020/05/12 00:00:00+00,Food Service Establishment,Open,Medium,365,479
-83.057216748953,42.3462717539103,371,Detroit #1 Coney Island,3433 Woodward Ave,48201,Fran Dedvukovic,034098,Fixed Establishment,2019/04/26 00:00:00+00,Food Service Establishment,Open,,180,480
-83.094307006648,42.3110078377865,5111,"Detroit 75 II, LLC",4800 W Fort St,48209,Mohamad Nassar,039835,Mobile Food Establishment,2020/05/02 00:00:00+00,LHD - Mobile Food Establishmen,Seasonal,,210,481
-83.094307006648,42.3110078377865,4917,Detroit 75 Kitchen,4800 W Fort St,48209,M.NASSAR,038394,Mobile Food Establishment,2020/05/02 00:00:00+00,LHD - Mobile Food Establishmen,Seasonal,Medium,210,482
-83.0184585138115,42.3405231546504,1743,Detroit Academy of Arts & Sciences,2985 E Jefferson Ave,48207,Detroit Academy of Arts & S,036143,Fixed Establishment,2020/05/11 00:00:00+00,Non-Public School,Open,,210,483
-83.0173776716414,42.3399799971168,4387,Detroit Academy of Arts & Sciences MS,3100 E Jefferson Ave,48207,Detroit Academy of Arts & Scie,071984,Fixed Establishment,2020/05/11 00:00:00+00,Non-Public School,Temporarily Closed,,210,484
-83.2020087776008,42.4198564073981,51622632,Detroit Achievement Academy,7000 W Outer Drive,48235,Kyle Smitley,237723,Fixed Establishment,2020/04/29 00:00:00+00,Charter School,Open,Medium,180,485
-83.0158210843918,42.3388931699653,4410,Detroit Affordable Assisted Living,3103 Wight St,48207,Morrison (DAAA),076507,Fixed Establishment,2016/07/12 00:00:00+00,Food Service Establishment,,,380,486
-83.0473358818006,42.3375962879401,355,Detroit Athletic Club,241 Madison Ave,48226,"Detroit Athletic Club, Inc.",034074,Fixed Establishment,2020/05/19 00:00:00+00,Food Service Establishment,Open,,180,487
-83.0489324674365,42.3358200449486,2614,Detroit Beer Co.,1529 Broadway St,48226,Drew Ciora,048545,Fixed Establishment,2019/04/28 00:00:00+00,Food Service Establishment,Open,High,180,488
-82.9923610651141,42.4006202756316,51622858,Detroit Blues Breakfast Restaurant,9488 Conner Ave,48213,Bobby Whetstone,247638,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,489
-82.9764438911549,42.4376886127595,5166,Detroit Blues Cafe,14493 Gratiot Ave,48205,Bobby Whetstone,083429,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,490
-83.0569670038293,42.3506689853658,5137,Detroit Burger Bar,3990 John R St,48201,John D. Murray/Olde Det.Burger,082992,Fixed Establishment,2018/05/07 00:00:00+00,Food Service Establishment,Permanently Closed,High,180,491
-83.1993030663381,42.4336370067967,51622885,Detroit Christian School of Excellence,19370 Greenfield Rd,48235,Archdiocese of Detroit,234423,Fixed Establishment,1970/01/01 00:00:00+00,Non-Public School,Open,,210,492
-83.1207994832034,42.3749396817367,5328,Detroit City Coney Island,9910 Dexter St,48206,Detroit City Coney LLC,203690,Fixed Establishment,2017/05/05 00:00:00+00,Food Service Establishment,Open,,180,493
-83.0380995576612,42.3463779174428,4964,Detroit City Distillery,2462 Riopelle St,48207,Michael C. Forsyth,203373,Fixed Establishment,2020/05/22 00:00:00+00,Food Service Establishment,Open,Medium,365,494
-83.014133198482,42.3466388137565,51622756,Detroit City Field House,3401 E Lafayette St,48207,Sean Mann,234431,Fixed Establishment,2020/04/22 00:00:00+00,Food Service Establishment,Open,High,365,495
-83.0259677657317,42.3564578725365,51622855,Detroit Collegiate High School,3111 Elmwood St,48207,Equity Education,230529,Fixed Establishment,1970/01/01 00:00:00+00,Public School,Open,,210,496
-83.1029887531518,42.358134655698,1306,Detroit Collegiate Prep. High School,2200 W Grand Blvd,48208,Detroit Board of Education,079087,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,High,210,497
-83.2465133568501,42.3800927450442,3447,Detroit Community Schools,12675 Burt Rd,48223,Detroit Board of Education,054624,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,,210,498
-83.1028165254506,42.3168451684906,3661,Detroit Cristo Rey High School,5679 W Vernor,48209,Archdiocese of Detroit,061402,Fixed Establishment,2019/05/02 00:00:00+00,Non-Public School,,Medium,210,499
-83.0762123505761,42.3700722279132,1535,Detroit Donuts,3031 W Grand Blvd,48202,Tahira Mumtaz Grewal,050406,Fixed Establishment,2020/06/30 00:00:00+00,Food Service Establishment,Open,Medium,365,500
-82.957523962713,42.3550835454718,626,Detroit Edison Boat Club,100 Lycaste St,48214,Edison Boat Club,034531,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Permanently Closed,,180,501
-83.0383304121128,42.3529888731197,4656,Detroit Edison Public School Academy,3403 St Aubin St,48207,Detroit Edison Public School,075434,Fixed Establishment,2020/05/11 00:00:00+00,Non-Public School,Open,Medium,210,502
-83.0376050665383,42.3516763235854,3183,Detroit Edison Public School Academy,1903 Wilkins St,48207,Detroit Edison Public School A,057381,Fixed Establishment,2020/05/11 00:00:00+00,Public School,Open,,210,503
-82.9728160915924,42.3685386245295,3317,Detroit Enterprise Academy,11224 Kercheval Ave,48214,National Heritage Academies,054041,Fixed Establishment,2019/04/27 00:00:00+00,Non-Public School,Open,,210,504
-83.0415442015171,42.33301736896,704,Detroiter Bar,655 Beaubien St,48226,Evan Cossette,081045,Fixed Establishment,2020/05/27 00:00:00+00,Food Service Establishment,Open,,385,505
-83.0649606471137,42.3565281763024,2411,Epicurus Place,111 W Warren Ave,48201,Linda Marzouq,043550,Fixed Establishment,2019/05/15 00:00:00+00,Food Service Establishment,Open,High,180,506
-83.0487984900001,42.3391804976522,4219,Comerica Park- Tiger Club #300,2100 Woodward Ave,48201,Detroit Sportservice Inc,069237,Fixed Establishment,2019/04/15 00:00:00+00,Food Service Establishment,Open,,365,507
-83.0039212976558,42.3466434121325,1882,City Pekin Chinese Food,6905 E Jefferson Ave,48207,Huang Corporation,043347,Fixed Establishment,2018/05/07 00:00:00+00,Food Service Establishment,Open,,180,508
-83.0804897147341,42.3672073220326,4122,City Wings,2896 W Grand Blvd,48202,Grant Lancaster,069225,Fixed Establishment,2019/02/14 00:00:00+00,Food Service Establishment,Open,High,180,509
-83.0457380160654,42.3336513984873,4146,CK Mediterranean Grille,119 Monroe St,48226,FAKO ONE/Ouse Gulli,070393,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,High,180,510
-83.2097493070792,42.4224643690107,1131,Clara Rutherford/Winans Academy,16411 Curtis Ave,48235,Detroit Board of Education,035209,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,Medium,210,511
-83.1959690473145,42.4396293931165,3199,Detroit Fish & Shrimp III,20030 James Couzens Fwy,48235,Mike Evans,051985,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,512
-83.1533639018346,42.3587603342446,4887,Clara's Place,8505 Joy Rd,48204,AMD Investment Group LLC,081046,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,513
-82.9417681675014,42.3944995269915,846,Clark Elementary School,15755 Bremen Ave,48224,Detroit Board of Education ,075695,Fixed Establishment,2020/06/01 00:00:00+00,Public School,Open,,210,514
-83.0776584073165,42.4326140429847,51622598,Clarks Smokehouse Grill,2440 E Seven Mile Rd,48234,Myron Clark,217973,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Temporarily Closed,,365,515
-83.0587202385828,42.3788168078779,5346,Clay Street Entertainment,1680 Clay St,48211,Clay Street Entertainment LLC,220230,Fixed Establishment,2020/03/25 00:00:00+00,Food Service Establishment,Open,Medium,365,516
-83.0638621764045,42.3782914696456,1871,Clay Super Coney Island,1141 Clay St,48211,Tush Enterprises Inc,036906,Fixed Establishment,2020/04/20 00:00:00+00,Food Service Establishment,Open,High,180,517
-83.0802722622482,42.381640527932,4881,Cleary University,8904 Woodward Ave,48202,Cleary University,226532,Fixed Establishment,2019/04/23 00:00:00+00,Public School,Open,Medium,365,518
-82.9111883276571,42.416550314393,4325,Cleopatra,19027 Mack Ave,48236,Mr Farag Wassef,073752,Fixed Establishment,2019/04/18 00:00:00+00,Food Service Establishment,Open,,180,519
-83.0525366008829,42.3365643094894,3584,Cliff Bells,2030 Park Ave,48201,Paul Howard,052313,Fixed Establishment,2019/05/02 00:00:00+00,Food Service Establishment,Open,High,180,520
-83.0981663532632,42.3205223358758,979,Clippert Academy,1981 McKinstry St,48209,Detroit Board of Education,035022,Fixed Establishment,2020/06/01 00:00:00+00,Public School,Open,,210,521
-83.0336141472767,42.3334609538254,449,Clique Restaurant,1326 E Jefferson Ave,48207,Marina Dokic,034231,Fixed Establishment,2018/05/14 00:00:00+00,Food Service Establishment,Open,High,180,522
-83.2234859221957,42.3292824315028,1121,Club 228,18728 Ford Rd,48228,Alissa Katzman,102918jb,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,523
-82.9444989040313,42.4234814521636,4305,Club Armane,11233 Morang Dr,48224,,071196,Fixed Establishment,2013/06/04 00:00:00+00,Food Service Establishment,Open,Medium,180,524
-83.1970496011254,42.4013316626071,51622734,Club Caribbean Bar & Grill,15331 Fenkell Ave,48227,Godfrey Norman,229383,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,High,180,525
-83.1858127441196,42.3726223013335,722,Club Celebrity,14421 Plymouth Rd,48227,Cleophus Clark,034692,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,526
-83.1005730674701,42.307921675953,1561,Club International,6060 Fort St W,48209,"Club International, Inc.",035802,Fixed Establishment,2015/04/22 00:00:00+00,Food Service Establishment,Open,,365,527
-83.1967794013626,42.3614861960432,1581,Club Jovonnes,9138 Greenfield Rd,48228,FRANS INC,083442,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,Medium,365,528
-83.1499696381948,42.3662866388077,1183,Club Temptation,8203 W Chicago Rd,48204,Cleophus Clark,056746,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,529
-83.155445010887,42.3281714678228,431,Club Venus,9506-9510 Michigan Ave,4821,Naim Saad,034198,Fixed Establishment,2015/04/30 00:00:00+00,Food Service Establishment,Open,,180,530
-83.2748769603619,42.3868463964507,4368,Club Yesterdays,14060 Telegraph Rd,48239,Dodson R. Batey,202812,Fixed Establishment,2019/04/30 00:00:00+00,Food Service Establishment,Open,Low,530,531
-83.024131142167,42.4325947517281,1142,C Note Lounge,18912 Van Dyke Ave,49234,LLOYD GERALD,217949,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,Low,365,532
-83.0527917071522,42.3348688049444,5133,Coaches Corner Bar & Grill,210 Bagley Ave,48226,Temple Plaza Inc.,082587,Fixed Establishment,2020/06/01 00:00:00+00,Food Service Establishment,Open,High,180,533
-83.0397650584525,42.3290278798544,3390,Coach Insignia,400 Renaissance Center,48243,Coach Insignia LLC,054054,Fixed Establishment,2016/04/13 00:00:00+00,Food Service Establishment,Permanently Closed,High,180,534
-83.0575671359312,42.3453231279387,739,Coalition on Temporary Shelter,26 Peterboro St,48201,Coalition on Temporary Shelter,081180,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Permanently Closed,,180,535
-83.0640167818547,42.3505721288243,51622620,Cobb Corner Bar,4201 Cass Ave ,48201,Robert Cobb,229372,Fixed Establishment,2019/04/30 00:00:00+00,Food Service Establishment,Open,Medium,180,536
